id,member_id,event_id,claimed_at
7df44a36-06e0-4437-a15e-76423fe2f7e1,a8bf547d-5f78-48b0-95ee-c6cb748780eb,05713e78-b6db-457c-aa25-7ec5ad066300,2025-12-14 20:34:27.556875+00
7ecd4e5d-870a-4b54-bb40-014e4353ae25,a8efda80-fc18-46b9-aeb6-1ec8df9da825,03594c84-31e6-41eb-9182-e908ee1a5808,2025-11-25 03:35:46.692939+00
7f2a58a7-5ad3-460d-9135-0038b580d201,05053c04-6df9-4290-b98a-9d85077bf4be,2eab65f5-690e-4394-8a4d-0a27c74215be,2025-09-26 23:33:26.643149+00
8052c42b-b5f5-4dd6-a3a4-3d54c9b559ba,7fb1ad8a-745f-4cd1-aba9-9231fe5f8203,ebcf0666-cb02-4285-9497-8893eb8d3715,2025-09-15 23:01:37.308138+00
819de511-d455-4b18-9b30-c2030e991c66,73eb00b0-0247-4374-9d9d-77872ec2f04e,03594c84-31e6-41eb-9182-e908ee1a5808,2025-11-25 03:29:31.734492+00
81a20991-18aa-4a8c-8a41-77c9c48c60ab,7dd9d982-99c5-45ae-9786-d7117c96f8fd,d669f867-0ee2-43d9-a0c4-9650aa6cd557,2025-11-17 22:50:49.537125+00
81b2fb37-5563-43b9-a326-f83e5e31e1f5,83551481-e56e-4efa-b035-d92d656b4b7b,03594c84-31e6-41eb-9182-e908ee1a5808,2025-11-25 03:19:58.387261+00
84ad571e-a7f9-48ae-bbc0-730db99414c9,dbc447da-db39-476f-aa25-25f91a9b7758,05713e78-b6db-457c-aa25-7ec5ad066300,2025-12-14 20:38:19.802869+00
87d982b0-11b9-43ca-bea9-31df119521c5,4e57d243-e396-4709-8eb1-a24d331c7321,2eab65f5-690e-4394-8a4d-0a27c74215be,2025-09-26 23:33:36.395447+00
88f3d854-488c-4258-a396-92f823672f0d,b13b6ca5-0edc-444e-bbf0-bc0746c6130b,2eab65f5-690e-4394-8a4d-0a27c74215be,2025-09-27 00:26:47.87735+00
8a563cca-b8d6-4b05-be79-78a736fc9089,a7d00dbf-c441-4baa-a66e-b11a8949c2fe,03594c84-31e6-41eb-9182-e908ee1a5808,2025-11-25 03:24:04.646484+00
8a5aca3a-0831-45b1-81d7-e51d00ada2b2,6dee0acc-ac6e-420d-8120-997071dff416,03594c84-31e6-41eb-9182-e908ee1a5808,2025-11-25 03:27:49.925739+00
8c3c4795-9041-4155-8e64-f791e0667be7,9096494a-ecdd-422a-bd88-d6a4d03e69a9,03594c84-31e6-41eb-9182-e908ee1a5808,2025-11-25 03:40:27.856576+00
8d224935-9f83-4693-97a6-deba1369b45f,b13b6ca5-0edc-444e-bbf0-bc0746c6130b,ebcf0666-cb02-4285-9497-8893eb8d3715,2025-09-15 23:01:36.930266+00
8f05ff7d-a688-4a89-a178-b4a7390ee61e,5c5bdf48-9040-4473-81df-5ab67dca2449,ebcf0666-cb02-4285-9497-8893eb8d3715,2025-09-15 23:01:36.25445+00
8f362387-3ba6-4d3d-8879-44833e6f33a6,d8949ab6-90b7-4515-9314-42deb0559f1f,ebcf0666-cb02-4285-9497-8893eb8d3715,2025-09-15 23:03:00.117291+00
93d02f9c-b588-44b7-b30a-047640df6619,2b42f40e-ce82-40fe-936c-3e43d256c9d2,ebcf0666-cb02-4285-9497-8893eb8d3715,2025-09-15 23:09:44.999891+00
95aa0269-a99c-4cdb-8bf7-db705b927c28,f9e0ff40-83e0-449a-95e7-9a84c9ca3bed,ebcf0666-cb02-4285-9497-8893eb8d3715,2025-09-15 23:01:35.964401+00
96e7c2fb-9571-4916-90b5-982ba9a5467e,aaa7c94c-71ac-4665-b1a1-5dfb7bd06f67,06913c7d-6e2b-4ec6-bd1b-f7cabfa0702c,2025-11-19 00:29:14.085787+00
9741fae8-2ded-4eb0-98bb-f2180aeb4028,a8bf547d-5f78-48b0-95ee-c6cb748780eb,ebcf0666-cb02-4285-9497-8893eb8d3715,2025-09-15 23:01:36.54729+00
9a11ea13-9339-4a61-a9f7-3010199c7dfd,9cf3e471-2961-4947-8299-21d7a85be454,05713e78-b6db-457c-aa25-7ec5ad066300,2025-12-14 20:39:23.813662+00
9a4f9439-0ff4-4be9-9182-11bb22b4444d,ba456ec3-0858-4fe4-b48c-8eeea72401e0,ebcf0666-cb02-4285-9497-8893eb8d3715,2025-09-15 23:01:32.394495+00
a200eaff-19f1-4e28-932b-90a3f5e430d2,d8949ab6-90b7-4515-9314-42deb0559f1f,8e47c78e-ad91-4585-bec8-56cc5950ab69,2025-11-13 22:00:07.720356+00
a233d9f9-4a0f-4a5d-98b4-11f65049f095,34ba90d1-84e6-4007-afff-52f2a4cbd655,05713e78-b6db-457c-aa25-7ec5ad066300,2025-12-14 20:42:44.372718+00
a6f4ac08-4c0c-4d20-8438-dacd679651ff,aaa7c94c-71ac-4665-b1a1-5dfb7bd06f67,ebcf0666-cb02-4285-9497-8893eb8d3715,2025-09-15 23:01:39.241417+00
ab987d8c-c90b-4deb-b297-1913af2b12fc,4aeccd64-88b3-437f-8cb9-a277cfbff9ee,03594c84-31e6-41eb-9182-e908ee1a5808,2025-11-25 03:00:48.385908+00
af93a97a-8a25-4408-9b21-ceaf49e64376,1bcd92e1-8a38-4682-a5c9-0e147c6cb7e7,24f885df-ef44-4ec7-8f53-600244a26205,2025-11-20 23:05:54.67718+00
afde32db-fa2e-4861-914a-d690bec0ff78,76ddf366-052d-403c-b2b9-c125e4e21766,05713e78-b6db-457c-aa25-7ec5ad066300,2025-12-14 20:32:19.721897+00
b00344f1-997a-41e5-ad8c-78db4e999961,8d4b56dc-d509-492c-baf5-6abc4481d349,ebcf0666-cb02-4285-9497-8893eb8d3715,2025-09-15 23:01:36.512015+00
b0430ae2-75ca-4956-9486-892b6421ba59,34ba90d1-84e6-4007-afff-52f2a4cbd655,d669f867-0ee2-43d9-a0c4-9650aa6cd557,2025-11-17 22:49:57.06373+00
b20d2f91-a3be-4a58-bafc-ad31efc948e4,78e70f9f-d902-4ac6-96c7-fc6f3e50e416,05713e78-b6db-457c-aa25-7ec5ad066300,2025-12-14 20:38:54.476645+00
b36e9833-b793-45ed-aaa0-07e9848da756,73875cf5-31e2-4c77-bbe9-5c6378dcd0ad,a463c7be-9f29-49be-aece-087c5bd7c937,2025-09-17 00:26:14.804149+00
b43b2820-53d0-4df0-bec1-b68978a234fd,f735c66b-c3bf-40c0-be00-e5322210bd1f,03594c84-31e6-41eb-9182-e908ee1a5808,2025-11-25 03:50:30.866244+00
b508cc63-96c2-4650-9902-7af51fb80321,56c74db1-d9b2-4d6b-8bd9-2e79d55c3489,ebcf0666-cb02-4285-9497-8893eb8d3715,2025-09-15 23:01:45.450678+00
b8bf8646-79f5-4990-a1ee-e1e0948d704d,3759c569-c39a-46cc-aca7-caf2172aa7b7,f0f4d88d-d2cb-428d-86b0-5ab54c90382d,2025-10-11 11:58:30.347549+00
ba398bed-0f1a-453a-90dd-e79f3d5ddd50,aaa7c94c-71ac-4665-b1a1-5dfb7bd06f67,f0f4d88d-d2cb-428d-86b0-5ab54c90382d,2025-10-11 15:47:15.814268+00
ba5da980-38d0-42bd-a31f-18e162f41dba,34ba90d1-84e6-4007-afff-52f2a4cbd655,a463c7be-9f29-49be-aece-087c5bd7c937,2025-09-16 23:57:17.705294+00
bbde5fc7-bdb5-45f1-bb56-06a703cead8d,d8949ab6-90b7-4515-9314-42deb0559f1f,03594c84-31e6-41eb-9182-e908ee1a5808,2025-11-25 03:17:09.152218+00
bc410cbe-e856-4ec4-8bf3-b22ade5b83ad,a5ff92f0-909b-488b-a8b5-b3d578f37f29,ebcf0666-cb02-4285-9497-8893eb8d3715,2025-09-15 23:01:34.936738+00
bda07c46-ebdf-49de-b3d1-8b86eb504efa,5fe3cc10-407d-4f05-aeaf-28a463835a33,03594c84-31e6-41eb-9182-e908ee1a5808,2025-11-25 03:07:09.765797+00
bebc2420-c0a5-424f-982a-273b6fef60bc,3943a94c-853d-4c12-be94-048530d3e215,808f04f9-ad38-4040-bf2f-fecfed9b8423,2025-10-06 23:14:43.883313+00
c152c95a-0267-4796-8657-5a6452876e30,7fb1ad8a-745f-4cd1-aba9-9231fe5f8203,03594c84-31e6-41eb-9182-e908ee1a5808,2025-11-25 02:57:55.939139+00
c54fe4d9-07b0-44e6-a9d5-dc114f244bca,1bcd92e1-8a38-4682-a5c9-0e147c6cb7e7,f0f4d88d-d2cb-428d-86b0-5ab54c90382d,2025-10-11 12:00:08.762666+00
c5f0d724-3645-4f4d-bbc3-7dd2f0957d01,d359e6fb-4f8c-4952-8093-75abe8641c83,ebcf0666-cb02-4285-9497-8893eb8d3715,2025-09-15 23:01:36.301613+00
c82970e8-12b9-4e0c-9c4f-e4cd8487cbad,afe18420-77cc-4868-a7c5-a91afd76539c,03594c84-31e6-41eb-9182-e908ee1a5808,2025-11-25 03:49:52.763051+00
ca8ba205-5819-4913-af76-fd3062389bdb,18fc5603-e238-43d3-a82a-7831c5ce0c91,ebcf0666-cb02-4285-9497-8893eb8d3715,2025-09-15 23:02:33.023395+00
ca92d9fd-02d2-46b5-a516-acef0061af56,34ba90d1-84e6-4007-afff-52f2a4cbd655,b4c3cb5d-40c7-4e5d-a419-6717df0e64a6,2025-11-05 23:58:29.592155+00
cbdfa73e-bcf9-432a-98d7-187ec6b4928f,616202ea-86c9-4b40-ba74-acaf82e09831,03594c84-31e6-41eb-9182-e908ee1a5808,2025-11-25 03:27:04.701065+00
cc2cbd13-9f02-4745-b5b6-f42c1ecbf139,b13b6ca5-0edc-444e-bbf0-bc0746c6130b,808f04f9-ad38-4040-bf2f-fecfed9b8423,2025-10-06 23:19:57.886198+00
cd3be2c4-a009-431c-9dad-3126006779f1,73875cf5-31e2-4c77-bbe9-5c6378dcd0ad,ebcf0666-cb02-4285-9497-8893eb8d3715,2025-09-15 23:01:46.934951+00
cea4b72a-828f-4097-b106-5b27738bbb45,4854781b-3f54-4780-bcea-3a4f098325ba,ebcf0666-cb02-4285-9497-8893eb8d3715,2025-09-15 23:01:35.299584+00
d2dd06d9-117b-47a5-9076-ee32f592aaa3,4854781b-3f54-4780-bcea-3a4f098325ba,2eab65f5-690e-4394-8a4d-0a27c74215be,2025-09-26 23:30:49.993436+00
d3761d16-c0cf-4f68-950b-e5aa53ef0d90,18b8c572-a909-4d8f-bdba-050fa7c252a6,f0f4d88d-d2cb-428d-86b0-5ab54c90382d,2025-10-11 15:51:12.215291+00
d7fb57c5-28f7-49a9-a311-ac01eb914895,ce334cae-4951-4636-869c-cb5424b87290,ebcf0666-cb02-4285-9497-8893eb8d3715,2025-09-15 23:01:36.256779+00
da5882c6-0ff9-47c7-9feb-eb7253a81b47,89e7526f-f08f-4526-ada9-c953b0196867,03594c84-31e6-41eb-9182-e908ee1a5808,2025-11-25 03:17:55.268925+00
dc4bf80f-9593-4db6-8185-4646d2a4de5a,00568c88-32e0-4309-be91-e9274b444ba9,ebcf0666-cb02-4285-9497-8893eb8d3715,2025-09-15 23:01:44.830715+00
dd2e5f71-6cce-4a27-84b7-c9d8e43350b3,dbc447da-db39-476f-aa25-25f91a9b7758,2eab65f5-690e-4394-8a4d-0a27c74215be,2025-09-26 23:30:54.253573+00
dd7f1c7f-fa71-4ccf-9527-7d38c33e68e4,7a25054e-42c8-49af-8a2d-4dccc142dcf2,8e47c78e-ad91-4585-bec8-56cc5950ab69,2025-11-13 22:31:14.764558+00
de2ee031-18ba-4317-84c8-e6ae29c2e9da,50511242-0b1c-445c-afa7-e76aafb808b7,f0f4d88d-d2cb-428d-86b0-5ab54c90382d,2025-10-11 11:59:58.17664+00
deb353ae-622e-41f5-aa00-493bfd031cc5,dc52c648-8784-4cf3-9ab4-5f6ce8a75748,f0f4d88d-d2cb-428d-86b0-5ab54c90382d,2025-11-25 03:53:57.755606+00
df7c94ac-a35e-48af-9484-b57a8657bff3,05053c04-6df9-4290-b98a-9d85077bf4be,ebcf0666-cb02-4285-9497-8893eb8d3715,2025-09-15 23:01:36.382413+00
df823566-233b-495e-90e5-1e10a67531b1,c6642f29-90f2-407c-9421-7727a9a9226b,ebcf0666-cb02-4285-9497-8893eb8d3715,2025-09-15 23:01:42.175145+00
e1a1d9e6-b317-4325-a51c-bb4e99f98781,c6642f29-90f2-407c-9421-7727a9a9226b,8e47c78e-ad91-4585-bec8-56cc5950ab69,2025-11-13 22:15:20.422037+00
e2d1ae94-876f-4feb-a297-d6b4ac32429e,dbc447da-db39-476f-aa25-25f91a9b7758,ebcf0666-cb02-4285-9497-8893eb8d3715,2025-09-15 23:01:40.661883+00
e37f9545-8340-4eb9-b46f-8dbf55d143ad,3552d1e0-da2c-4a40-8dde-681ce9c8c7a3,03594c84-31e6-41eb-9182-e908ee1a5808,2025-11-25 03:42:56.053111+00
e39479b4-bfb9-4c5f-98a0-5bdfa3887bce,a8bf547d-5f78-48b0-95ee-c6cb748780eb,2eab65f5-690e-4394-8a4d-0a27c74215be,2025-09-26 23:31:06.864447+00
e4cc4f9f-d07a-4c87-b3ef-743de6ec0d11,ff9a8ab5-069e-496b-83cb-eacf491630d0,8e47c78e-ad91-4585-bec8-56cc5950ab69,2025-11-13 22:01:39.500077+00
e952f035-2799-4a91-b485-7c5b0ba7b9e9,24069571-5213-4ef0-ba7a-f75ac94c4690,ebcf0666-cb02-4285-9497-8893eb8d3715,2025-09-15 23:01:38.986404+00
ea2616e6-44b7-420f-8901-53bdad375eb4,2a980e0f-c61f-4af3-b185-568e8134090b,03594c84-31e6-41eb-9182-e908ee1a5808,2025-11-25 03:45:18.529961+00
eb073ce9-79a6-4e03-a485-89a455a084eb,e5645862-1ecc-4d3f-87fc-9a26cfd79e37,ebcf0666-cb02-4285-9497-8893eb8d3715,2025-09-15 23:01:36.826863+00
ebd20d38-fd95-4372-b3cc-7d9d3e2a7a2b,9407eba0-add3-4916-8119-ebce629781de,2eab65f5-690e-4394-8a4d-0a27c74215be,2025-09-26 23:31:08.337767+00
ef58a581-e23c-492e-b29b-6f31b3feeb7b,39c2b194-f19f-4349-b4ac-ea0efb629c44,ebcf0666-cb02-4285-9497-8893eb8d3715,2025-09-15 23:01:35.455546+00
efaa7f0c-8103-4dee-8e02-e2a0ccfd1f06,3f98bcfc-8c4a-4b7e-883e-e118ece9f80e,f0f4d88d-d2cb-428d-86b0-5ab54c90382d,2025-12-14 20:45:38.393255+00
f0096d58-5961-4378-8e79-3f5aa53be3f9,3e4f7f33-f3cd-42d8-90f8-e16cfc9af307,ebcf0666-cb02-4285-9497-8893eb8d3715,2025-09-15 23:01:39.978901+00
f1e36b0c-662b-4e12-bb51-04b8d2a72a7f,5e8a06dc-ae29-4939-b503-9ded28fe2696,03594c84-31e6-41eb-9182-e908ee1a5808,2025-11-25 03:42:15.732953+00
f3b4ddf6-d543-4475-9b10-9ddf367edaa5,c6fec487-311d-4664-9797-4d4dd311a7dd,a463c7be-9f29-49be-aece-087c5bd7c937,2025-09-17 00:41:28.394579+00
f3cfab9a-20c9-41ae-8cd9-d9db7e1a5e34,98272b3c-c1b9-4345-a75b-14b95e484177,03594c84-31e6-41eb-9182-e908ee1a5808,2025-11-25 03:06:39.794712+00
f54c69f9-a068-4205-aa67-8a5683d7645f,34ba90d1-84e6-4007-afff-52f2a4cbd655,1e19aae0-3ff3-4cc0-9976-3ac7464fc68a,2025-10-02 22:33:42.040913+00
f57eb9a3-d19f-4c01-bc42-7f21909080f5,56c74db1-d9b2-4d6b-8bd9-2e79d55c3489,05713e78-b6db-457c-aa25-7ec5ad066300,2025-12-14 20:31:34.241241+00
f6113529-9305-4b9e-a98f-f7ca9ecaa300,f735c66b-c3bf-40c0-be00-e5322210bd1f,ebcf0666-cb02-4285-9497-8893eb8d3715,2025-09-15 23:01:38.987289+00
f6623954-0209-42cb-b0c5-856d626c98b7,c732ddf7-b98f-4897-af0d-c0b5f09841dd,ebcf0666-cb02-4285-9497-8893eb8d3715,2025-09-15 23:01:41.979266+00
f78f94c0-ddc2-43f3-83d9-5e5168f85137,3759c569-c39a-46cc-aca7-caf2172aa7b7,2eab65f5-690e-4394-8a4d-0a27c74215be,2025-09-26 23:31:19.798485+00
fe2d0a03-b157-43a1-adb9-5c12d6073f9c,8d4b56dc-d509-492c-baf5-6abc4481d349,03594c84-31e6-41eb-9182-e908ee1a5808,2025-11-25 02:57:31.132881+00
ff1eabca-f15d-4807-a48e-c0b7c3def50f,a0ee448e-d3ef-48d3-9332-9cab411be1ab,03594c84-31e6-41eb-9182-e908ee1a5808,2025-11-25 03:09:39.979505+00
fffe919b-59b8-496d-9c91-0dec506e14c3,5046baa0-3e14-4cd5-b4bd-7a5b9a5c86f0,8e47c78e-ad91-4585-bec8-56cc5950ab69,2025-11-13 22:06:50.636528+00